sentence	label
"Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)  _com Looks like many have ignored the proclamation... similar to the very many Catholics who ignored a/the Pope condemning birth control. _com all these countires have love/hate sodomy in common_com I suppose building a snowball to throw at the asshole would be anti-Islamic !_com Do you want to fight a Jihad? Doesn't have to be a Jihad!_com Jealousy as they can't make them there?“_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)   Hahahaha 😳😳😳_com THEY HATE ANYONE THAT IS NOT ISLAMIC. FACE FACTS. THEY HATE AMERICANS. GALATIONS (R BIBLE) 4 -21-31.READ IT REASON 2 HATECHRISTIANS _com They're definitely insane._com I would expect that snow-Muhammad would be utterly out of the question?  JeSuisCharlie“_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)  Stone them😜_com really?_com stupid WahhabisRT _com Protect it in good time... Saudi cleric proclaims snowman-building 'anti-Islamic'  “_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)   Ridiculous._com lol stop lying_com are you fucking kidding?!?!?!_com You are ok to build a snow figure of anything without a soul - a house, a car, an animal, Henry Kissinger etc etc do u blieve islam is a religion of peace?_com he is just drunk on his own power.“_com: Saudi cleric proclaims snowman-building 'anti-Islamic'”. True! No snow in Middle East when Islam was born? Build Sandman instead!“_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)     LOL!!!!! _com ignorant_com this must be a jock :) seem to be everything is anti ..._com they've also issued a fatwa against any life on mars!!!“_com: Saudi cleric proclaims snowman-building 'anti-Islamic' (PHOTOS, VIDEO)   I'm so done_com  Crazy !!!_com ""i cant do anything in this house!"" 😂 Sí, si descojonarnos nos descojonamos todos. Pero luego van y te ponen una bomba x irreverente. Y no les afees la conducta, eh_com hahahahaha_com stone them to death ! Now then ship the body's to India_com Goes to idolatry and it's stupid to even consider a snowman as being idolic. The cleric is wrong. No one prays to a frozen anything."	0
BREAKING: At least two people have died following the SydneySiege. 5 people are being treated by paramedics. NOO..“: BREAKING: At least two people have died following the SydneySiege. 5 people are being treated by paramedics.” nooooo  fuck fuck fuck no for gods sakes  not confirmed	0
  Trump has repeatedly claimed he knew the pandemic was going to be serious before anyone...and he has also claimed he was never told...and he has claimed COVID-19 is just like the flu....and that it is not at all like the flu....All he is doing now is deflecting responsibility.He’s blaming  to divert from the blame that lies with him. He was warned in January that thousands of Americans would die and did nothing. Now more than 12,000 are dead in the US. Vote him out.   Exactly. Blame whoever can. Lie about everything else.	1
"Terrifying piece by  on what coronavirus does to your body. Everyone who still thinks Covid-19 is ""just like the flu"" and isn't socially distancing should read it. Good demonstration of what it's like to develop COVID19, day by day.  Produced by _tang  _Fraser  This tweet should carry a warning to anyone with an ounce of imagination - you might go rigid with fright._Fraser  Frightening but its something everyone should read.The idiots swanning around parks and meeting with friends need to grow up and consider everyone else's risk.Italian DR on BBC just stated we might have as many deaths in Italy as WW2, that's 3-400k in Italy alone..._Fraser   at the same time, people should learn about vitamin C. Shanghai Gov officially recommends vitamin C for Covid-19 ~ "	1
🐘When can we expect to hear from ⁦⁩ re: NZ ivory ban &amp; TIESActReview results? UK Court of Appeal dismisses legal challenge trying to reverse UK ban on ivory trading👏🏽👏🏽 ⁦_NZ⁩ ⁦⁩ ⁦⁩  _Gordon  _NZ   The TIES Act review of the NZ ivory ban issue is indeed now well overdue. Once the country gets too close to the general election, am concerned the nodomestictrade in ivory decision could be shelved. NZ needs to be decisive. 	0
Q. How long does the virus survive on surfaces?A. [1/2] Preliminary studies suggest that coronaviruses may persist on surfaces for a few hours or up to several days but this may vary under different conditions (e.g. type of surface, temperature or humidity of the environment).Q. Is it safe to receive a package from any area where COVID-19 has been reported?A. Yes. The likelihood of an infected person contaminating commercial goods &amp; the risk of catching the virus from a package that has been exposed to different conditions &amp; temperature is very low.[2/2] If you think a surface may be infected, clean it with simple disinfectant to kill the virus and protect yourself and others. Clean your hands with an alcohol-based hand rub or wash them with soap and water. Avoid touching your eyes, mouth, or nose. CoronavirusReachesDelhi	0
 Like me in November:  that’s a partial mcl tear he should be ok with rehab maybe out for 3 weeks but likely back for playoffs	0
"  The nut doesn't fall far from the tree, does it?  white rap group?  be nice. We are 10 years away from her adult film career and she needs an outlet. this is real stupid.  That's not a legit photo.  if thid is legit, is anyone surprised about her bring racist. Look at her parents.“: MALIA OBAMA WEARS T SHIRT OF AN ANTI WHITE ANTI COP RAP GROUP. NYPD  anti-white anti-cop GTFOOOOO!!! There's white people in the group &amp; they only hate crooked cops. You sound foolish &amp; haven't done your research.  this is hilarious  The All American Family?  What great parenting going on in the W H. you're a fucking idiot leave that kid alone“: MALIA OBAMA WEARS T SHIRT OF AN ANTI WHITE ANTI COP RAP GROUP.  Wow... your bio states that the devil is in the media yet you've tweeted out a pic with ""FALSE"" information captioned 👀"	1
Q: Are there any specific medicines to prevent or treat the new coronavirus (2019-nCoV)?A: To date, there is no specific medicine recommended to prevent or treat the virus. is helping to accelerate research and development efforts with a range of partners. Q: Are antibiotics effective in preventing and treating the new coronavirus (2019-nCoV)?A: No, antibiotics do not work against viruses, only bacteria.The 2019-nC0V is a virus and, therefore, antibiotics should  not be used as a means of prevention or treatment.Source:  Q: Does the new coronavirus (2019-nC0V) affect older people, or are younger people also susceptible?A: People of all ages can be infected by the virus. Older people &amp; those with pre-existing medical conditions appear to be more vulnerable to becoming severely ill. Q: Is it safe to receive a letter or a package from China?A: Yes, it is safe. People receiving packages from China are not at risk of contracting 2019nCoV.Coronaviruses do not survive long on objects, such as letters or packages.KnowTheFacts 	0
1/ FACT: The coronavirus disease (COVID-19) is caused by a virus. NOT by bacteria.The virus that causes COVID-19 is in a family of viruses called Coronaviridae. Antibiotics do not work against viruses.2/ FACT:Some people who become ill with COVID-19 can also develop a bacterial infection as a complication. In this case, antibiotics may be recommended by a health care provider.3/ FACT:There is currently no licensed medication to cure COVID-19. If you have symptoms, call your health care provider or COVID-19 hotline for assistance.4/ FACT:  COVID19 COVID19Ireland	0
FACT: Drinking methanol, ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous.	0
"It's reached a point where every time someone says shit like ""Covid-19 is just like the flu, it's all just media generated overreaction"", I'm really about to forget myself. Why are some people just so damn blind :/_Ci I mean... I am young and healthy it’s not my health that I am worried over it’s my mom who is old and sick. Some people act like their loved ones are not old or sick. Ignorant! Exactly that! It's about protecting those who are most endangered by the virus. And protecting the doctors and nurses that have to try everything to help those worst cases._Ci except the entire world doesn't get the flu at the same time, we just don't have the medical resources to fight this at the same time. people need to remember death is not the true risk._Ci it’s not even about the risk to individuals as much as it is about the strain it puts on health systems etc_Ci Some people are saying that this can be human caused, or that there's many more people dying of other diseases, that other countries face worse problems.And all this can be truth. But it doesn't make this situation less worrying. People who ignores, they haven't seen it near yet_Ci Salons situation: schools/universities cloosing (problems for the parents) culture events and places cloosing (myself, uncertainty about money) uncertainty about little enterprises and self-employees. And the health system! If it is full, it is because there's emergency._Ci I meant' Spain situation_Ci They don’t care that they could be Carriers that bring serious trouble to the vulnerable. Comfort yourself with the thought that karma’s a bitch and those who ignore advice will likely pay the price. Unfortunately they will also bring down others inc their nearest and dearest_lyle Yeah this whole thing really brings out the ugliness in many people, it's both sad and scary :("	1
COVID-19 virus can be transmitted in areas with hot and humid climates.  Thanks  for clearing this myth. it is more dangerous to claim that areas with hot and humid climates cannot be affected by diseases like COVID19 as people tend to be less careful about certain rules with regards to COVID19. Ignorance should NOT be an excuse!	0
Is Covid-19 airborne?? The CDC has stated it's potentially airborne, although I don't know if there's anything concrete The other two coronaviruses, MERS and SARS, i believe, were indeed airborne tho Research so far seems to indicate the virus can survive up to 3 hours in tiny droplets suspended in air, making airborne transmission plausible. Main form of transmission seems to be physical contact between people or transmission through intermediary of another solid surface.	0
